"","Species","X.2","X.1","X","GrowthForm_CTD","LHS_CTD","Abund_CTD","IUCNstatus","MeanPCcover","Range","ReefArea_Range","major_clade","family_molecules","family_morphology","larval","sexual","nominal.species","Lower_bound","Mean","Upper_bound","IUCN_conservation_status","Abundance_GBR","Abundance_world","Coloniality","Depth_lower","Depth_upper","Eastern-most_range_edge","Genus_fossil_age","Growth_form_typical","IUCN_Red_List_category","Life_history_strategy","Mode_of_larval_development","Northern-most_range_edge","Ocean_basin","Oocyte_size_at_maturity","Range_size","Sexual_system","Southern-most_range_edge","Species_age_phylogeny","Substrate_attachment","Water_clarity_preference","Wave_exposure_preference","Western-most_range_edge","Zooxanthellate","Polyp_fecundity","Colony_maximum_diameter","Corallite_width_maximum","Corallite_width_minimum","Growth_form_Wallace","Growth_outline_type","Growth_rate","Nitrogen_concentration","Phosphorus_concentration","Sample_identifier","Calcification_rate","Skeletal_density","Skeletal_micro-density","Symbiodinium_density","Tissue_thickness","Propagule_size_on_release","Symbiodinium_sp._in_propagules","Colony_area","Colony_shape_factor","Distance_from_crest","Polyps_per_area","Ratio_of_female_to_male_gonads","Size_at_maturity","Colony_bleached","Mitotic_index","RNA:DNA_ratio","Chlorophyll_a","Lipid_content","Total_biomass","Protein_biomass","Age_at_maturity","Eggs_per_area","Generation_time","Mesentery_fecundity","Number_of_septa_per_corallite","Dark_respiration","Gross_photosynthesis","Larval_swimming_speed","Dissolved_oxygen_concentration","Distance_from_shore","Downward_flux_of_suspended_particulate_matter","Light_extinction_coefficient","Nitrite-nitrate_concentration","Particulate_organic_matter_concentration","Phosphate_concentration","Salinity","Suspended_particulate_matter_concentration","Individual_identifier","Propagule_age","Rainfall","Sunlight","Colony_surface_area","pre_fecundity"
"33","Acropora humilis",32,32,32,"digitate","competitive","common","NT",0.112,77373648,236957,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,14.4206915362335,16.3173284783433,18.1981781649636,"Near Threatened","common","uncommon","colonial","18.75","2","-173.41230048","52.44","branching_closed","DD","competitive","spawner","38.18648223","pacific","144","27863810.025","hermaphrodite","-25.02648672","1.98762848113039","attached","clear","broad","93.4045491","zooxanthellate",NA,NA,"1","0.6","hispidose","indeterminate","8.9","0.65349533175","0.241571090333333","181.666666666667",NA,"1.47",NA,"2880000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Acropora humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Acropora hyacinthus",33,33,33,"tables_or_plates","competitive","common","NT",0.989,94163310,225544,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,30.7741624710062,34.8585357303764,38.887967182001,"Near Threatened","uncommon","uncommon","colonial","32.6666666666667","3","164.02394221","52.44","branching_closed","VU","competitive","spawner","26.47399752","pacific","461.5","8672469.485","hermaphrodite","-24.8542443","0.915888105997414","attached","clear","broad","93.749034","zooxanthellate",9.496,"30","1.2","0.5","corymbose","determinate","74.8","0.85902918","0.323209877","155","1.33","0.86",NA,"4e+06",NA,NA,NA,"1322.88735627171","20.5445981144597","28.3616352201258",4.1,"0.37",NA,NA,"3.3","16.1760889656667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89336e+11
"36","Acropora insignis",34,34,34,"branching_closed",NA,"uncommon","DD",0.318,29747713,137056,"Complex","Acroporidae","Acroporidae",NA,NA,NA,1.74384750958985,1.98738766352194,2.22924767561233,"Data Deficient",NA,"common","colonial","16.25","3","-104.06221064","52.44","corymbose","LC",NA,NA,"38.67862606","pacific",NA,"69646643.575",NA,"-34.85670132","3.88592660668535","attached","turbid","protected","25.683555","zooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2470000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Acropora intermedia",35,35,35,"branching_open","competitive","common","LC",1.014,61823609,234438,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,17.6810643056863,20.052292743561,22.3644212102013,"Least Concern","common","uncommon","colonial","16.5","6.66666666666667","-104.04943968","52.44","branching_closed","VU","stress-tolerant","spawner","38.58984316","pacific","462","45683293.43","hermaphrodite","-30.77921875","1.0061734987798","attached","clear","exposed","31.2551207","zooxanthellate",NA,"75","1.2","0.6","arborescent","indeterminate",NA,"1.568650182","0.228018081","132",NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Acropora kimbeensis",36,36,36,"branching_closed",NA,"uncommon","VU",0.206,9454066,129998,"Complex","Acroporidae","Acroporidae",NA,NA,NA,2.13475516893971,2.42348480731209,2.71027689025554,"Vulnerable","common","common","colonial","26","2.5","-135.75265419","52.44","hispidose","LC",NA,NA,"27.25442959","pacific",NA,"52342999.275",NA,"-32.99729464","1.05102193684241","attached","clear","broad","37.7328171","zooxanthellate",NA,NA,"1","0.6","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Acropora latistella",37,37,37,"corymbose",NA,"common","LC",0.193,78328750,236156,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,20.1459716256971,22.9773173344291,25.8361541741454,"Least Concern","common","common","colonial","19","3","-133.08140659","52.44","corymbose","NT",NA,"spawner","38.58817087","pacific",NA,"50707825.255","hermaphrodite","-31.31045208","0.758407985582515","attached","clear","broad","36.6514153","zooxanthellate",NA,NA,"1.6","0.4","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Acropora listeri",38,38,38,"branching_closed",NA,"uncommon","VU",0.036,52117510,220974,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,0.450843585805402,0.513815180074354,0.577737651147444,"Vulnerable","common","uncommon","colonial","31.6666666666667","5","-103.78881493","52.44","branching_open","NT",NA,"spawner","23.17311877","pacific",NA,"39648995.845","hermaphrodite","-32.90458371","0.385907844269643","attached","clear","exposed","80.4330777","zooxanthellate",NA,"250","1.2","0.6","arborescent","indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Acropora longicyathus",39,39,39,"hispidose","competitive","common","LC",0.475,59392442,212034,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,0.53894634054749,0.613735305057127,0.689660666792963,"Least Concern","common","uncommon","colonial","21.5","6","-172.73658021","52.44","corymbose","VU","generalist","spawner","30.59042579","pacific",NA,"36875455.755","hermaphrodite","-34.80041609","1.24690789613032","attached","clear","exposed","30.7861478","zooxanthellate",NA,NA,"1.2","0.8","corymbose","determinate",NA,NA,NA,NA,NA,"1.9","2.788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Acropora loripes",40,40,40,"corymbose","competitive","common","NT",0.077,59355528,203101,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,1.78153472434859,2.02621540683808,2.27377499996643,"Near Threatened","uncommon","common","colonial","21","2","-103.95032593","52.44","branching_open","LC","stress-tolerant","spawner","31.09195129","pacific",NA,"68520582.525","hermaphrodite","-34.54614228","3.51583981356175","attached","turbid","broad","27.5522103","zooxanthellate",NA,"50","1","0.5","corymbose","determinate",NA,NA,"0.169777778","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Acropora lutkeni",41,41,41,"branching_open","competitive","uncommon","NT",0.12,41709218,188468,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,6.06828091763885,6.94727650700525,7.81828797473678,"Near Threatened","uncommon","common","colonial","13","1","-175.73519888","52.44","corymbose","NT","stress-tolerant","spawner","30.10207607","pacific",NA,"43075011.285","hermaphrodite","-33.76695321","0.886234689260959","attached","clear","broad","39.3312347","zooxanthellate",NA,"200","1.1","0.5","encrusting","indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Acropora microclados",42,42,42,"corymbose","competitive","uncommon","VU",0.125,35292635,199104,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,2.8671996693483,3.28291607343566,3.69256123849868,"Vulnerable","uncommon","uncommon","colonial","20","4.33333333333333","-175.65145197","52.44","digitate","NT","stress-tolerant","spawner","29.57436112","pacific",NA,"48278557.13","hermaphrodite","-34.1553351","1.41143821555589","attached","clear","exposed","23.1296408","zooxanthellate",NA,"150","1.3","0.9","tables_or_plates","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Acropora microphthalma",43,43,43,"branching_open","competitive","common","LC",0.49,75839181,233032,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,9.89638995498198,11.2537632777632,12.588403439844,"Least Concern","uncommon","common","colonial","12.5","1","-134.20990138","52.44","branching_open","NT","stress-tolerant","spawner","30.79839055","pacific",NA,"68873888.78","hermaphrodite","-34.54927646","2.01943792018288","attached","clear","protected","26.228377","zooxanthellate",NA,"100","0.8","0.4","arborescent","indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Acropora millepora",44,44,44,"corymbose","competitive","common","NT",0.21,47574287,202413,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,17.1730276223953,19.6206194404479,22.0839169280412,"Near Threatened","common","uncommon","colonial","22.3333333333333","1.5","-175.40360506","52.44","branching_closed","NT","stress-tolerant","spawner","29.46956651","pacific",NA,"45866084.525","hermaphrodite","-34.54789048","1.12734146923298","attached","clear","exposed","25.7710778","zooxanthellate",4.461,NA,"1.6","0.8","tables_or_plates","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,"1.55","59.42921586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79185e+11
"47","Acropora monticulosa",45,45,45,"digitate",NA,"uncommon","NT",0.291,52428663,207507,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,0.962786295045779,1.09892201209715,1.23382512980668,"Near Threatened","uncommon","common","colonial","13.3333333333333","1","-104.68685219","52.44","corymbose","NT",NA,"spawner","31.49788302","pacific","350","65507245.46","hermaphrodite","-33.84856589","0.86549527717715","attached","clear","exposed","23.9014842","zooxanthellate",NA,"9","1.2","0.6","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Acropora muricata",23,23,23,NA,NA,NA,NA,1.495,75243817,235930,NA,NA,"Acroporidae",NA,NA,"Acropora muricata",19.4976168813897,22.0182243096623,24.5539327524831,"NA","common","uncommon","colonial","39.6666666666667","10","-173.92902775","52.44","encrusting","VU","stress-tolerant","spawner","27.16296721","pacific","388.5","36203677.055","hermaphrodite","-35.53327447","2.3732558722585","attached","clear","exposed","69.4628524","zooxanthellate",NA,"100","1.5","0.8","arborescent","indeterminate","22","0.540899509333333","0.1611047725","103.9","0.31","1.52","2.824","1583200",NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,"0.78",NA,"37.6","0.172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Acropora nana",46,46,46,"branching_closed",NA,"uncommon","NT",0.358,51031596,190737,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,20.5091237071702,23.4034977793705,26.29624116227,"Near Threatened","common","uncommon","colonial","14","1","-147.61899776","52.44","tables_or_plates","VU",NA,"spawner","30.86617928","pacific","339","42672046.7","hermaphrodite","-25.11260793","1.72265510974501","attached","clear","exposed","93.5337309","zooxanthellate",7.036,"24","1.2","0.6","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4666666666667,"1.22","27.95117054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3761914666666.67
"50","Acropora nasuta",47,47,47,"corymbose",NA,"common","NT",0.225,68015810,241157,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,9.10225815349681,10.377527392003,11.6527758591801,"Near Threatened","common","uncommon","colonial","24.5","10","135.2594577","52.44","branching_open","VU",NA,"spawner","23.37363392","pacific","341","12420231.695","hermaphrodite","-29.33254727","2.19260319674213","attached","clear","broad","93.5767915","zooxanthellate",NA,"633.333333333333","0.9","0.7","arborescent_tables","determinate","8.36666666666667",NA,NA,NA,"0.14","1.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Acropora nasuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Acropora palmerae",48,48,48,"encrusting",NA,"uncommon","VU",0.477,38646918,194910,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,2.21899528692481,2.53649427708333,2.85748757412216,"Vulnerable","common","uncommon","colonial","11.3333333333333","1.5","-176.56794599","52.44","corymbose","VU",NA,"spawner","31.07171053","pacific",NA,"42675910.29","hermaphrodite","-30.43918595","0.794351463499658","attached","clear","exposed","31.1464165","zooxanthellate",NA,"500","1.8","0.8","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Acropora paniculata",49,49,49,"tables_or_plates",NA,"uncommon","VU",0.208,51278155,176835,"Complex","Acroporidae","Acroporidae",NA,NA,NA,2.54160141601135,2.86962899362522,3.19683090620724,"Vulnerable","common","uncommon","colonial","16.75","1","-133.30472488","52.44","branching_open","LC",NA,NA,"29.43212122","pacific",NA,"58241790.66",NA,"-32.87368007","3.01610547560649","attached","clear","protected","36.2047787","zooxanthellate",NA,"500","2","1","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Acropora papillare",50,50,50,"branching_open",NA,"uncommon","VU",0.122,8196998,85887,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.48368769755435,0.544536235622172,0.605326257299357,"Vulnerable",NA,"uncommon","colonial","8.83333333333333","0.5","-136.72466455","52.44","digitate","VU",NA,NA,"20.27327032","pacific",NA,"31241854.77",NA,"-35.01654721","1.55533811964153","attached","clear","exposed","23.990853","zooxanthellate",NA,NA,"1.2","0.3","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Acropora plumosa",51,51,51,"tables_or_plates",NA,"uncommon","VU",0.102,6676481,87501,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.351632989113512,0.398903968196992,0.446182489725971,"Vulnerable",NA,"common","colonial","15","5","-105.85716632","52.44","branching_open","LC",NA,NA,"31.06889537","pacific",NA,"66222208.745",NA,"-33.71942927","3.87591025313423","attached","clear","exposed","31.5658759","zooxanthellate",NA,NA,"0.9","0.5","tables_or_plates","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Acropora polystoma",52,52,52,"corymbose","competitive","uncommon","VU",0.065,45586022,208524,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,0.202711215177006,0.232499591482318,0.262401945126073,"Vulnerable","common","common","colonial","20.6666666666667","3","-106.0655134","52.44","digitate","LC","stress-tolerant","spawner","38.53096707","pacific",NA,"59954090.37","hermaphrodite","-34.84430478","0.836718091641527","attached","clear","broad","31.3972771","zooxanthellate",NA,"50","1.1","0.5","tables_or_plates","indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Acropora pulchra",53,53,53,"branching_open","competitive","uncommon","LC",0.294,65059343,215209,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,2.26403402177797,2.58205222853574,2.8982304502072,"Least Concern","common","common","colonial","25","2","-135.86345244","52.44","corymbose","LC","stress-tolerant","spawner","27.8519369","pacific","116","41155623.595","hermaphrodite","-34.84430478","1.027237695012","attached","clear","broad","94.0935188","zooxanthellate",NA,"100","0.8","0.3","corymbose","determinate","17.8",NA,NA,NA,"2.29","2.2","2.788","2470000",NA,"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Acropora retusa",54,54,54,"digitate",NA,"uncommon","VU",0.433,35198525,140741,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,4.6781001956879,5.4042470355405,6.13074752518665,"Vulnerable",NA,"common","colonial","35","5","-135.69896757","52.44","branching_closed","NT",NA,"spawner","30.96782918","pacific",NA,"59607476.66","hermaphrodite","-34.95302143","0.954010410659868","attached","clear","exposed","23.8478336","zooxanthellate",NA,NA,"1.1","0.5","hispidose","indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Acropora robusta",55,55,55,"branching_open","competitive","common","LC",0.343,72559082,235149,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,1.68258093778859,1.91380513619275,2.14677977997275,"Least Concern","common","uncommon","colonial","35","5","-152.570967396","52.44","corymbose","NT","competitive","spawner","31.12454292","pacific",NA,"49536611.545","hermaphrodite","-27.9546079","0.320619844940834","attached","turbid","exposed","30.536065","zooxanthellate",NA,NA,"1.1","0.8","hispidose","indeterminate","12.325","0.85902918","0.241571090333333","181.666666666667",NA,NA,NA,"3320000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Acropora samoensis",56,56,56,"digitate","competitive","common","LC",0.082,64870968,235425,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,1.04133094032197,1.18531190572165,1.32898181103843,"Least Concern","uncommon","rare","colonial","51.6666666666667","12","-173.09100212","52.44","tables_or_plates","VU","generalist","spawner","38.74212966","pacific",NA,"36378566.24","gonochore","-35.5092599","0.410822963190635","attached","clear","broad","94.2276691","zooxanthellate",NA,"500","0.8","0.3","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Acropora sarmentosa",57,57,57,"corymbose","competitive","common","LC",0.066,40638778,189782,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,0.459882536844333,0.522952383346895,0.585981256999559,"Least Concern","uncommon","uncommon","colonial","11","2","-136.43930152","52.44","corymbose","VU","competitive","spawner","19.90725804","pacific",NA,"29677581.905","gonochore","-25.83103345","1.60290890974221","attached","clear","protected","95.262314","zooxanthellate",NA,"15","1.2","0.8","tables_or_plates","indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Acropora secale",58,58,58,"branching_closed","competitive","common","NT",0.208,63620467,222626,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,4.76337837598244,5.46201420780514,6.15723249687794,"Near Threatened","rare","uncommon","colonial","29.55","10","-175.21276944","52.44","tables_or_plates","VU","generalist","spawner","30.62247535","pacific",NA,"31914481.535","gonochore","-33.99094822","3.51583981356175","attached","clear","broad","31.3066643","zooxanthellate",NA,"100","0.8","0.6","corymbose","determinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Acropora selago",59,59,59,"corymbose",NA,"uncommon","NT",0.123,57912057,220450,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,3.86388470228312,4.37647211355337,4.87921076617466,"Near Threatened","uncommon","rare","colonial","32.5","5","-146.25718536","52.44","branching_closed","VU",NA,"spawner","37.91821602","pacific",NA,"21254273.08","hermaphrodite","-25.28085841","0.313103133348868","attached","clear","broad","32.1850496","zooxanthellate",NA,"100","1.2","0.8","arborescent","indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Acropora solitaryensis",60,60,60,"tables_or_plates","competitive","rare","VU",0.26,35340947,183612,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,1.31013712790356,1.50900260233538,1.71114221404275,"Vulnerable","uncommon","uncommon","colonial","27.5","5","-175.57278558","52.44","hispidose","LC","generalist","spawner","30.14470957","pacific",NA,"34766280.265","hermaphrodite","-29.79391792","5.72711205222336","attached","clear","protected","80.5666175","zooxanthellate",NA,"200","1.3","1","arborescent_tables","determinate","127.5",NA,NA,NA,NA,"0.86","2.824","1500000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Acropora spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Acropora speciosa",61,62,62,"corymbose",NA,"uncommon","VU",0.097,32064832,132262,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.167935378195256,0.191963571361963,0.215707304172367,"Vulnerable",NA,"uncommon","colonial","18.3333333333333","4.5","117.6894213","52.44","corymbose","EN",NA,NA,"-7.253825132","pacific",NA,"416089.761915",NA,"-9.302607499","0.838457628578459","attached","clear","protected","115.64063893","zooxanthellate",NA,"100","0.9","0.5","corymbose","indeterminate","62.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
